번호,업종,업소명,연락처,주소
105,한식_육류,터줏대감,031-868-0008,경기도 양주시 남면 감악산로 79
104,한식_육류,오덕삼,031-861-2321,경기도 양주시 고암길 44
103,한식_육류,황우촌,031-826-6692,경기도 양주시 백석읍 호명로 103-92
102,한식_육류,포동리한우,031-829-3766,경기도 양주시 광적면 가래비11길 6
101,한식_육류,궁전식당,031-847-6330,경기도 양주시 삼숭동 산 28-1
100,한식_육류,명갈비,010-3061-0037,경기도 양주시 엄상동길 30-18
99,한식_육류,단월식당,031-633-0425,경기도 이천시 단월로 32 (단월동)
98,한식_육류,퇴촌왕갈비,031-766-7883,경기도 광주시 퇴촌면 천진암로 516
97,한식_육류,클린턴 바베큐,031-768-9986,경기도 광주시 광주시 곤지암읍 도척로 34
96,한식_육류,고구려,031-767-3207,경기도 광주시 초월읍 도평길 65
95,한식_육류,마포숯불갈비,031-763-1450,경기도 광주시 태봉로21번길 14-5
94,한식_육류,도평정육점식당,031-763-2813,경기도 광주시 경안로25번길 24
93,한식_육류,홍능갈비,031-764-9150,경기도 광주시 문화로 9
92,한식_육류,태능돼지갈비,031-766-4547,경기도 광주시 곤지암읍 대석동길 51
91,한식_육류,미창숯불갈비,031-459-9292,경기도 군포시 당산로 153
90,한식_육류,마당골,031-455-2746,경기도 군포시 번영로 610번길 7
89,한식_육류,형제맛고을,031-477-1989,경기도 군포시 번영로 557번길 22
88,한식_육류,예가원숯불갈비,031-397-4300,경기도 군포시 산본로 482길 9
87,한식_육류,옥돌갈비,031-453-6978,경기도 군포시 당산로 75
86,한식_육류,김포고깃집,031-989-5135,경기도 김포시 하성면 하성로 499
85,한식_육류,청수갈비,031-982-8292,경기도 김포시 봉화로167번길 7
84,한식_육류,주연생구이,031-988-9997,"경기도 김포시 김포대로 841, 112호"
83,한식_육류,갈비촌,031-983-3200,경기도 김포시 하성면 애기봉로806번길 41
82,한식_육류,한양생고기,031-981-2158,경기도 김포시 양촌읍 양곡1로 22
81,한식_육류,시골가마솥삼겹살,02-894-8659,"경기도 광명시 하안로 287번길 11,2층"
80,한식_육류,돈미정숯불갈비,02-2687-9220,경기도 광명시 광복로 70
79,한식_육류,전주식당,02-2616-6588,경기도 광명시 광명로 920-1
78,한식_육류,용갈비,02-2688-1193,경기도 광명시 광복로 3번길 33
77,한식_육류,지리산자연석돌구이,02-2681-9891,경기도 광명시 광복로 34
76,한식_육류,구름산생고기,02-898-0339,경기도 광명시 오리로 643
75,한식_육류,농협정육식당,031-942-5505,경기도 파주시 번영로 3-1 1층
74,한식_육류,신촌갈비,031-941-7310,경기도 파주시 새꽃로 199
73,한식_육류,복드림한우,031-944-8060,경기도 파주시 탄현면 새오리로 78
72,한식_육류,암소식당,031-945-1255,경기도 파주시 월롱면 엘지로360번길 19
71,한식_육류,복사리집,031-954-1428,경기도 파주시 문산읍 사임당로 147-1
70,한식_육류,돈이조아,031-952-7389,경기도 파주시 문산읍 문향로 71
69,한식_육류,병천삼겹살 1호점,031-953-0068,경기도 파주시 문산읍 문향로 69-11
68,한식_육류,한돈한우마을,031-318-2878,경기도 시흥시 시청로 72번길 13
67,한식_육류,고기와면,031-318-6696,경기도 시흥시 시청로68번길 10
66,한식_육류,초원숯불갈비,031-315-0586,경기도 시흥시 매화2로 3
65,한식_육류,한우모리,031-433-0747,경기도 시흥시 옥구상가4길 24-6
64,한식_육류,팔각정,031-494-0062,경기도 시흥시 군자로 452
63,한식_육류,의정축산,031-877-2600,경기도 의정부시 회룡로137번길 41
62,한식_육류,그랜드 정육점식당,031-855-3456,경기도 의정부시 의정로 195
61,한식_육류,보성참숯불구이,031-683-3492,경기도 평택시 청북면 청원로 85
60,한식_육류,봉화식당,031-655-0688,경기도 평택시 자유로8번길 70 (합정동)
59,한식_육류,청솔숯불갈비,031-232-3536,경기도 화성시 병점로 52-1 (병점동)
58,한식_육류,안동한우정육식당,031-222-8943,경기도 화성시 효행로 524 (안녕동)
57,한식_육류,영웅갈매기,031-226-0503,경기도 화성시 봉담읍 와우안길 45-12
56,한식_육류,신토불이축산물직판장,031-592-6504,경기도 남양주시 경춘로 1286번길 안길4
55,한식_육류,시골흑돼지,031-571-8092,경기도 남양주시 퇴계원면 퇴계원로 127
54,한식_육류,대일한우마을,031-527-6876,"경기도 남양주시 진접읍 진벌로 145, 1층"
53,한식_육류,전주식당,031-457-9981,경기도 안양시 동안구 갈산로 62
52,한식_육류,비산정육식당,031-388-1001,경기도 안양시 동안구 경수대로884번길17
51,한식_육류,우리한우,031-442-4780,경기도 안양시 동안구 비산로 37 조이빌딩 201호
50,한식_육류,돈모아참삼겹,031-466-1647,경기도 안양시 만안구 장내로 138
49,한식_육류,서서갈비,031-447-6545,경기도 안양시 만안구 만안로 205
48,한식_육류,고기마을,031-401-7085,경기도 안산시 단원구 화랑로 149
47,한식_육류,푸짐한세상,031-485-1656,경기도 안산시 단원구 화랑로 149
46,한식_육류,구어바,031-502-9285,경기도 안산시 상록구 이동로 24
45,한식_육류,정안생고기,031-407-4753,경기도 안산시 상록구 한양대학2길 30
44,한식_육류,연한고기정육식당,031-407-9277,경기도 안산시 상록구 오목로 60
43,한식_육류,전장군 숯불갈비,032-327-0689,경기도 부천시 원미구 길주로 291 금영프라자 104호
42,한식_육류,송원숯불갈비,032-655-4852,경기도 부천시 원미구 부천로10번길44
41,한식_육류,신포갈비,032-326-8616,경기도 부천시 원미구 부일로199번길56
40,한식_육류,박대감생고기매운갈비전문점,032-684-2543,경기도 부천시 오정구 상오정로 11 정보주상빌라트
39,한식_육류,전주식당,032-665-7233,경기도 부천시 원미구 부일로380번길 14
38,한식_육류,덕유솔밭돼지갈비식당,032-325-3530,경기도 부천시 원미구 석천로 268번길 24
37,한식_육류,자연회관,031-332-5333,경기도 용인시 처인구 포곡읍 전대로78번길 51
36,한식_육류,죽전상회,031-262-9204,경기도 용인시 수지구 탄천상로 1
35,한식_육류,먹쇠본갈비,031-287-7892,경기도 용인시 기흥구 사은로 5
34,한식_육류,한라산흑돼지,031-901-0304,경기도 고양시 강송로 113번길 7-9
33,한식_육류,활화산 한우박사,070-8973-9293,"경기도 고양시 마상로 140번길 81, 102호"
32,한식_육류,홍능골가든,02-381-0323,경기도 고양시 호국로 1268-7
31,한식_육류,갈비마을,031-964-0292,경기도 고양시 통일로 770번길 12
30,한식_육류,꺼먹돼지와누렁소,031-962-1677,경기도 고양시 혜음로 29-2
29,한식_육류,서원갈비,031-973-4477,경기도 고양시 무원로 50-19
28,한식_육류,제주오겹살,031-979-3618,경기도 고양시 토당로 125
27,한식_육류,한우리정육식당,031-756-4033,경기도 성남시 수정구 수정남로 88 (신흥동)
26,한식_육류,전주식당,031-743-9849,경기도 성남시 수정구 산성대로 595 (양지동)
25,한식_육류,삼원식당,031-754-9680,경기도 성남시 수정구 남문로136번길 1 (태평동)
24,한식_육류,다정식당,031-743-6012,경기도 성남시 수정구 수정로228번길 11 (신흥동)
23,한식_육류,다정식당,031-723-7651,경기도 성남시 수정구 시민로175번길 45-1 (신흥동)
22,한식_육류,박가네가마솥삼겹살,031-708-0552,경기도 성남시 분당구 야탑로149번길 9 (야탑동)
21,한식_육류,먹보네칼국수,031-709-5150,경기도 성남시 분당구 장안로 31 (분당동)
20,한식_육류,도솔숯불갈비,031-711-9277,경기도 성남시 분당구 발이봉로 3번길 4 (수내동)
19,한식_육류,항아리보쌈,031-232-5339,경기도 수원시 권선구 세권로 304번길 21-8
18,한식_육류,한우람명품관,031-212-6692,경기도 수원시 팔달구 중부대로 241 동양빌딩 3층
17,한식_육류,한우돈가,031-296-8592,경기도 수원시 권선구 효탑로 51
16,한식_육류,정자갈비,031-257-8637,경기도 수원시 장안구 송정로34번길 16
15,한식_육류,우성숯불구이촌,031-255-4351,경기도 수원시 장안구 연무로 42번길 36
14,한식_육류,영풍생고기,031-214-3326,경기도 수원시 팔달구 권광로276번길 9
13,한식_육류,야꿀꿀이네가자,031-238-9292,경기도 수원시 팔달구 권광로187번길 39
12,한식_육류,송풍가든,031-252-4700,경기도 수원시 장안구 경수대로 1013
11,한식_육류,서수원본가숯불갈비,031-291-7798,경기도 수원시 권선구 금곡로 31번길37-19
10,한식_육류,서산농장,031-291-1331,경기도 수원시 권선구 일원천로4번길15-13
9,한식_육류,산골정육점식당,031-298-8080,경기도 수원시 권선구 칠보로 235번길13
8,한식_육류,민가네숯불돼지갈비전문,031-253-0440,경기도 수원시 장안구 장안로 259번길 10
7,한식_육류,명인참숯불구이전문점,031-242-7737,경기도 수원시 장안구 대평로 140
6,한식_육류,맛돈생고기,031-273-6019,경기도 수원시 영통구 영일로 6번길 43
5,한식_육류,맛있는 집,031-291-8852,경기도 수원시 권선구 상탑로124
4,한식_육류,돌마루,031-216-9295,경기도 수원시 영통구 산남로 7
3,한식_육류,도씨네고기마을,031-253-4222,경기도 수원시 장안구 조원로 24번길 17
2,한식_육류,김장독,031-224-8886,경기도 수원시 영통구 매탄로 55-1
1,한식_육류,가능골식당,031-223-1620,경기도 수원시 권선구 세지로42번길49
63,한식_찌개류,황금남비,031-903-2080,경기도 고양시 일산동구 강촌로 157
62,한식_찌개류,참살이콩나물국밥,031-903-5900,경기도 고양시 일산동구 풍산로 41
61,한식_찌개류,참소한우국밥,031-749-2757,경기도 성남시 중원구 산성대로 350번길 5 (중앙동)
60,한식_찌개류,행랑채,031-973-7431,경기도 고양시 덕양구 경기도 고양시 덕양구 행주로15번길 17
59,한식_찌개류,옛날 생돼지 김치찌개,02-507-0016,경기도 과천시 경기도 과천시 새술막길 38
58,한식_찌개류,통큰부대찌개,031-868-4270,경기도 동두천시 생연로 39-60
57,한식_찌개류,무교동 아구찜 부대찌개,031-317-9675,경기도 시흥시 매화1로 20 (매화동)
56,한식_찌개류,이천식당,031-832-2772,경기도 연천군 전곡읍 전곡로 172번길4-22
55,한식_찌개류,창대생고기회관,031-585-2555,경기도 가평군 하면 현창로38번길 13-1
54,한식_찌개류,장모님순대장국,010-9300-8083,경기도 가평군 가평읍 석봉로 191번길 4
53,한식_찌개류,동성회관,02-502-1333,경기도 과천시 새술막길36(동성빌딩1층)
52,한식_찌개류,황태마을,02-3678-8989,경기도 과천시 별양상가2로 14(제일쇼핑 지하)
51,한식_찌개류,남춘천식당,031-862-7944,경기도 동두천시 강변로 438-10
50,한식_찌개류,큰사랑순대영덕대게칼국수,031-772-9652,경기도 양평군 용문역길 11-1
49,한식_찌개류,김영신의서울설렁탕,031-774-5150,경기도 양평군 양근로 155번길 6
48,한식_찌개류,진고개집,031-775-0878,경기도 양평군 양평시장길8번길 6
47,한식_찌개류,오일장순대국,031-775-5050,경기도 양평군 양평시장길8번길 15
46,한식_찌개류,솔밭순대국,031-455-0333,경기도 의왕시 경수대로 292
45,한식_찌개류,언덕집,031-423-9955,경기도 의왕시 내손공원1길 34-1
44,한식_찌개류,청주해장국,031-675-7074,경기도 안성시 남파로 127
43,한식_찌개류,24시콩나물국밥,031-557-5560,경기도 구리시 이문안로5번길 17
42,한식_찌개류,양지해장국,031-529-0092,경기도 구리시 이문안로5번길 27
41,한식_찌개류,회천순대국,031-858-2748,경기도 양주시 화합로 1331
40,한식_찌개류,쌈마루,031-878-7879,경기도 양주시 백석읍 양주산성로 565
39,한식_찌개류,해장촌,031-829-9279,경기도 양주시 백석읍 부흥로 1154
38,한식_찌개류,거북찌개전문점,031-863-6951,경기도 양주시 평화로 1458
37,한식_찌개류,가마솥,031-861-5802,경기도 양주시 남면 개나리 12길 23
36,한식_찌개류,지혜추어탕,031-987-0986,경기도 김포시 월곶면 군하로 123
35,한식_찌개류,신촌회관,031-988-4455,경기도 김포시 하성면 애기봉로 850
34,한식_찌개류,대곶가든,031-987-9944,경기도 김포시 대곶면 율생로 23-1
33,한식_찌개류,황가네소머리국밥,031-981-7715,경기도 김포시 양촌읍 양곡1로56번길 7
32,한식_찌개류,우리청국장집,02-897-7012,경기도 광명시 충현로 1
31,한식_찌개류,엄마손토종마을,02-2619-3939,경기도 광명시 시청로 34
30,한식_찌개류,옛날집,031-945-6677,경기도 파주시 문화로 74-3
29,한식_찌개류,시레기국밥,031-942-8865,경기도 파주시 금정4길 19
28,한식_찌개류,쌍둥이매운탕갈비,031-943-8603,경기도 파주시 송화로 11
27,한식_찌개류,고씨네해장국,031-948-8220,경기도 파주시 천정구로 27
26,한식_찌개류,털보순대,031-941-5558,경기도 파주시 중앙로 320-1
25,한식_찌개류,소망순대국,031-944-3929,경기도 파주시 중앙로 320-1
24,한식_찌개류,동산소머리국밥,031-944-4588,경기도 파주시 금정6길 34
23,한식_찌개류,원도봉산 감자탕,031-873-7830,경기도 의정부시 망월로 14
22,한식_찌개류,소머리국밥,031-843-8892,경기도 의정부시 태평로107번길 8
21,한식_찌개류,친구네,031-829-4566,경기도 의정부시 둔야로 45번길 48
20,한식_찌개류,미락촌,031-829-6445,경기도 의정부시 의정로 80번길 15
19,한식_찌개류,순대국.백반,031-611-0155,경기도 평택시 평택시 서탄면 서탄로 297
18,한식_찌개류,자매식당,031-389-0556,경기도 안양시 동안구 시민대로 171
17,한식_찌개류,명가추어탕,032-678-1314,경기도 부천시 오정구 원종로 65
16,한식_찌개류,남원본가추어탕,032-678-4286,경기도 부천시 원미구 소향로 143
15,한식_찌개류,전주콩나물국밥,032-668-9932,경기도 부천시 원미구 부일로354 1층
14,한식_찌개류,이백집,032-325-7182,경기도 부천시 원미구 상동로 84
13,한식_찌개류,홍가네순대,031-338-4559,경기도 용인시 처인구 양지면 양지로 156
12,한식_찌개류,아이돈감자탕,031-908-3772,경기도 고양시 일산동구 강송로 113번길 21
11,한식_찌개류,참살이콩나물국밥,031-903-5900,경기도 고양시 풍산로 41
10,한식_찌개류,종로해장국,031-731-3039,경기도 성남시 중원구 광명로 319 (금광동)
9,한식_찌개류,부안집,031-716-7668,경기도 성남시 분당구 내정로166번길 43 (수내동)
8,한식_찌개류,처가밥상,031-247-3579,경기도 수원시 장안구 경수대로 908번길14
7,한식_찌개류,장안순대국,031-248-5173,경기도 수원시 팔달구 화서문로 58
6,한식_찌개류,안성순대국,031-253-5886,경기도 수원시 팔달구 창룡문로 10
5,한식_찌개류,순자네밥집,031-247-3135,경기도 수원시 장안구 연무로7번길 65
4,한식_찌개류,대복식당,031-238-2080,경기도 수원시 팔달구 매산로 84-1
3,한식_찌개류,대림정,031-241-6733,경기도 수원시 장안구 송원로 21
2,한식_찌개류,다원사뎅이,031-251-3009,경기도 수원시 장안구 조원로89번길 13
1,한식_찌개류,남문순대국,031-245-8976,경기도 수원시 팔달구 정조로791번길 5
5,한식_해산물,광명회센터,02-2687-8080,경기도 광명시 광명시 오리로 843(철산3동)
4,한식_해산물,왕창 아구찜,031-772-4129,경기도 양평군 강하면 왕창로 17-12
3,한식_해산물,마산식당,031-314-5777,경기도 시흥시 경기도 시흥시 복지로 43번길 10 (대야동)
2,한식_해산물,무교동낙지,02-507-1133,경기도 과천시 별양상가2로 20(새서울프라자 5층)
1,한식_해산물,김명자낙지마당,031-702-7079,경기도 성남시 분당구 장미로48번길 14 엔즈빌 201호 (야탑동)
49,한식_분식,엄마손김밥,02-2688-6920,경기도 광명시 광명시 너부대로 42(광명동)
48,한식_분식,예대스타일,031-402-5472,경기도 안산시 단원구 경기도 안산시 단원구 고잔동 638-4
47,한식_분식,보람이네한식분식,031-441-1236,경기도 안양시 만안구 박달로 536-1
46,한식_분식,짱구분식,031-971-8837,경기도 고양시 덕양구 지도로 90
45,한식_분식,윤지닭강정,010-9145-4464,"경기도 고양시 덕양구 동송로 20 (동산동, 농협삼송하나로클럽내)"
44,한식_분식,뿔레뿔레,031-963-9161,경기도 고양시 덕양구 원당로59번길 4-1
43,한식_분식,금호정,031-772-0035,경기도 양평군 강하면 운심길51
42,한식_분식,마마엔돈까스,0508-2774-4850,경기도 오산시 오산시 운천로99
41,한식_분식,푸드맘(교동점),031-236-6777,경기도 수원시 팔달구 매산로 128(교동)
40,한식_분식,밥맛나는 세상,031-203-3883,"경기도 수원시 영통구 봉영로 1612,보보스프라자120호(영통동)"
39,한식_분식,롤 앤 파스타,031-503-1282,"경기도 시흥시 장곡로 74, 113호 (장곡동)"
38,한식_분식,"이천냥 호면왕 국수,우동",031-311-2261,경기도 시흥시 신천3길 27-1 (신천동)
37,한식_분식,김밥하우스,031-311-5495,경기도 시흥시 대야로 46 (대야동)
36,한식_분식,착한김밥,031-297-6535,경기도 수원시 장안구 월드컵로 428번길 9(연무동)
35,한식_분식,수택골목냉면,031-566-8286,경기도 구리시 검배로84번길 29
34,한식_분식,두꺼비분식,031-832-7716,경기도 연천군 전곡읍 전곡로 164번길11-11
33,한식_분식,삼성분식,031-832-0400,경기도 연천군 전곡읍 전곡로 164번길11-15
32,한식_분식,명동분식,031-835-2230,경기도 연천군 전곡읍 전곡로 164번길11-15
31,한식_분식,오작교분식,031-832-0424,경기도 연천군 전곡읍 전곡리 460-2
30,한식_분식,우리집분식,031-835-9489,경기도 연천군 전곡읍 전곡로164번길11-21
29,한식_분식,혜림분식,031-832-2247,경기도 연천군 전곡읍 전곡로164번길 11-5
28,한식_분식,희망분식,031-832-5304,경기도 연천군 전곡읍 전곡리 458
27,한식_분식,곰식당,02-504-5922,경기도 과천시 별양상가2로 20(새서울프라자 지하)
26,한식_분식,황가네분식,02-507-1331,경기도 과천시 별양상가2로 20(새서울프라자 지하)
25,한식_분식,엄마분식,031-635-0120,경기도 이천시 영창로 158 (관고동)
24,한식_분식,시골식당,031-762-6437,경기도 광주시 곤지암읍 곤지암로 51
23,한식_분식,김밥사랑,02-898-0506,경기도 광명시 안재로 14번길 27-1
22,한식_분식,김밥천국,02-2066-0852,경기도 광명시 광복로 56
21,한식_분식,김밥마을,02-2618-8383,경기도 광명시 광명로928번길 11
20,한식_분식,신김밥천국,031-941-2904,경기도 파주시 청석로 256 교하1번가 106호
19,한식_분식,뚱땡이분식,031-942-2121,경기도 파주시 지목로 45-5
18,한식_분식,제일분식,031-953-6106,경기도 파주시 문산읍 문산로 40
17,한식_분식,중앙스낵,031-943-1252,경기도 파주시 중앙로 320-1
16,한식_분식,전설의우리만두,031-876-5959,경기도 의정부시 경의로 69
15,한식_분식,나드리분식,031-871-7983,경기도 의정부시 흥선로16번길 91
14,한식_분식,먹자분식,031-662-3155,경기도 평택시 중앙시장로9번길 22-2 (신장동)
13,한식_분식,세모분식,031-666-0414,경기도 평택시 중앙시장로9번길 22-4 (신장동)
12,한식_분식,김밥천국,031-409-7772,"경기도 안산시 상록구 용신로 382, 104호"
11,한식_분식,네오빌김밥,031-411-0027,"경기도 안산시 단원구 광덕동로 78, 104호(고잔동, 네오빌아파트단지상가)"
10,한식_분식,하늘분식,031-347-1031,경기도 부천시 소사구 경인로 324번길 12
9,한식_분식,얌체꼬마김밥,031-274-4093,경기도 용인시 기흥구 동백중앙로 175
8,한식_분식,둥지만두,031-338-4147,경기도 용인시 처인구 양지면 양지로 143번길 8
7,한식_분식,상갈분식,031-283-5400,경기도 용인시 기흥구 금화로108번길 34
6,한식_분식,통큰칼국수,031-248-9464,경기도 수원시 팔달구 수원천로258번길 10-13
5,한식_분식,짱구네김밥,031-204-7113,"경기도 수원시 영통구 영통로 111,상가111호"
4,한식_분식,소풍가는날,031-252-7339,경기도 수원시 장안구 수성로 261번길 25
3,한식_분식,분식나라김밥마을,031-206-0599,경기도 수원시 영통구 덕영대로 1699
2,한식_분식,보영만두,031-206-5566,경기도 수원시 영통구 청명남로 28번길 2
1,한식_분식,모이세 분식,031-245-1189,경기도 수원시 팔달구 팔달문로3번길 5
6,한식_기타,장터영양탕,031-774-9329,경기도 양평군 양서면 양수리1046번지
5,한식_기타,고향집,031-775-9779,경기도 양평군 용문산로 291
4,한식_기타,소문난밥상,031-797-3778,경기도 광주시 도척면 마도로 263
3,한식_기타,올터한식부페,031-984-7725,경기도 김포시 월곶면 김포대로 2591
2,한식_기타,고향집,031-997-3339,경기도 김포시 풍무로 120
1,한식_기타,맘,031-942-7880,경기도 파주시 월롱면 엘씨디로 16 LCD파크 A-127
4,일식,인성참치,02-503-0235,경기도 과천시 별양상가1로 10(과천타워 2층)
3,일식,계정횟집,031-773-1556,경기도 양평군 양서북로 666-13
2,일식,호청,031-952-3272,경기도 파주시 우계로 73
1,일식,동해바다회포차,031-970-2701,"경기도 고양시 중앙로 557번길 18, 108호"
27,기타양식,수타피자,031-922-3320,경기도 고양시 일산서구 일중로 89
26,양식,파스타앤돈까스(Niel),031)633-1268,"경기도 이천시 부발읍 대산로 476-5, 2층"
25,기타양식,바로구운빵,031)637-6113,경기도 이천시 이천시 설봉로58번길 25
24,기타양식,치킨89,031-706-0890,경기도 성남시 분당구 운중로 253(판교동)
23,양식,이도수두마리치킨,031-791-1441,경기도 하남시 하남대로791
22,양식,싸닭,031-792-8255,경기도 하남시 하남대로847
21,기타양식,톡톡,031-404-3669,"경기도 시흥시 시흥시 승지로 36, 102호 (능곡동)"
20,기타양식,토마토피자,031-541-9799,경기도 포천시 경기도 포천시 소흘읍 솔모루로98번길 2
19,양식,마로니에,031-674-9993,경기도 안성시 장기로45번길 22-3
18,양식,부따몽,031-652-3712,경기도 안성시 원곡면 원당로 267
17,기타양식,계성치킨,031-635-9978,경기도 이천시 이섭대천로 1286 (창전동)
16,기타양식,삐에로치킨,031-766-3787,경기도 광주시 경충대로 1422번길 44
15,기타양식,하이델치킨,031-952-5262,경기도 파주시 파주읍 술이홀로 479-1
14,기타양식,카페송북,031-611-8471,경기도 평택시 탄현로346번길 46 (지산동)
13,양식,강남돈까스,031-502-9080,"경기도 안산시 상록구 광덕1로 362, 109호"
12,양식,수제생돈까스 국가대표,031-333-4772,경기도 용인시 처인구 이동면 백옥대로 643
11,양식,일산돈까스,031-975-1123,경기도 고양시 일중로 73
10,기타양식,수타피자,031-922-3320,경기도 고양시 탄현로 115-22
9,기타양식,금란다방,031-974-7052,경기도 고양시 토당로 66-18
8,기타양식,히든카드,031-757-1004,경기도 성남시 중원구 금상로 25-1 (상대원동)
7,기타양식,착한치킨,031-751-3672,경기도 성남시 중원구 제일로35번길 5-2 (성남동)
6,기타양식,브라보치킨,031-759-7292,경기도 성남시 수정구 복정로 61 (복정동)
5,기타양식,마린치킨,031-757-3999,경기도 성남시 수정구 남문로125번길 2 (태평동)
4,양식,다께야,031-719-1465,경기도 성남시 분당구 발이봉북로 6 (수내동)
3,기타양식,왕돈까스,031-298-5415,경기도 수원시 장안구 서부로 2106번길 21
2,기타양식,명동돈까스,031-297-7774,경기도 수원시 장안구 서부로 2106번길 17
1,기타양식,마돈나돈까스,031-241-9855,경기도 수원시 장안구 조원로89번길 13
72,중식,안동장,031-453-1177,경기도 안양시 동안구 경수대로 520
71,중식,국빈중화요리,031-469-5560,경기도 안양시 만안구 삼덕로 52
70,중식,행복한짜장면집,031-444-9254,경기도 안양시 만안구 안양로303번길 8-1
69,중식,신북경,031-465-6636,경기도 안양시 만안구 냉천로189번길 14-1
68,중식,태원,031-963-8410,경기도 고양시 덕양구 통일로770번길 13
67,중식,황실짜장,031-922-2804,경기도 고양시 일산동구 일산로 196
66,중식,북경각,031-901-0238,경기도 고양시 일산동구 강성로87번길 54-12
65,중식,명성각,031-905-0366,경기도 고양시 일산동구 일산로286번길 8-5
64,중식,신황제짜장,070-4218-9950,경기도 고양시 일산서구 주화로 180
63,중식,황금콩짜장,031-923-8911,경기도 고양시 일산서구 송산로 343
62,중식,만선,031-532-6300,경기도 포천시 경기도 포천시 영북면 운천로43번길 3
61,중식,천호각,031-771-4705,경기도 양평군 청운면 용두 민속장터길 12-1
60,중식,인화반점,031-563-7576,경기도 구리시 응달말로 40번길 1
59,중식,만경,032-672-7733,경기도 부천시 원미구 원미로 196번길(원미동)
58,중식,하복성,031-842-4388,경기도 양주시 경기도 양주시 부흥로1935(광사동)
57,중식,하오츠,031-225-1317,경기도 화성시 경기도 화성시 봉담읍 효행로 226번길
56,중식,짬뽕타임,031-212-6486,경기도 수원시 팔달구 중부대로 143번길81(우만동)
55,중식,만리장성,031-435-9001,경기도 시흥시 시청로68번길 21-1 (장현동)
54,중식,상하이용,031-255-5895,경기도 수원시 장안구 파장로 112(파장동)
53,중식,아서원,031-832-3425,경기도 연천군 전곡읍 전곡로144번길7-14
52,중식,진원각,031-832-6608,경기도 연천군 전곡읍 전곡로 161번길 6
51,중식,풍성루,02-502-8847,경기도 과천시 별양상가1로 35(상아빌딩 2층)
50,중식,태화관,031-865-2353,경기도 동두천시 생연로 171
49,중식,라이라이,031-865-1202,경기도 동두천시 장고갯로 253
48,중식,중화각,031-865-2364,경기도 동두천시 어수로 102
47,중식,야래향,031-864-2521,경기도 동두천시 어수로 74-1
46,중식,향원중화요리,031-886-3887,경기도 여주시 여흥로 142
45,중식,하이시엔,031-792-2830,경기도 하남시 하남대로 815
44,중식,팔미원,031-796-5654,경기도 하남시 신장로 15번길74
43,중식,왕짜장,031-461-9262,경기도 의왕시 부곡중앙남1길27-3
42,중식,대원각,011-331-9604,경기도 오산시 오산로50번길 10
41,중식,용천각,031-378-3842,경기도 오산시 오산로272번길 8
40,중식,왕성반점,031-981-2188,경기도 김포시 양촌읍 양곡로532번길 14
39,중식,나는 짬뽕이다,02-899-7734,경기도 광명시 오리로 381번길 3-1
38,중식,동방반점,02-2685-4455,경기도 광명시 도덕로 24
37,중식,요리왕,031-941-4435,경기도 파주시 원앙길 32
36,중식,대운각,031-953-0174,경기도 파주시 파주읍 우계로 62
35,중식,장강,031-949-4114,경기도 파주시 금릉이길 1
34,중식,궁전차이나,031-404-8866,경기도 시흥시 승지로 60번길 36
33,중식,락궁,031-404-5528,경기도 시흥시 연성로29번길 52
32,중식,짜장이 좋아,031-837-1589,경기도 의정부시 가능로49번길 31
31,중식,소락천,031-653-4539,경기도 평택시 평택로 89 (통복동)
30,중식,짜장나라,031-223-3288,경기도 화성시 병점동로42번길 26 (병점동)
29,중식,청마루,031-221-9995,경기도 화성시 봉담읍 와우안길 26-9
28,중식,전설의 짬뽕,031-221-6364,경기도 화성시 병점로 50 (병점동)
27,중식,동화루,031-297-0449,"경기도 화성시 봉담읍 동화길 93-6, 101,102호 (지존타워)"
26,중식,신디네중화요리,031-571-6695,경기도 남양주시 진건읍 오남로 73
25,중식,일랑중화요리,031-445-7766,경기도 안양시 만안구 장내로 140
24,중식,국빈중화요리,031-484-7506,"경기도 안산시 상록구 예술광장1로 7, 지하"
23,중식,신북경,031-502-8001,경기도 안산시 상록구 한양대학로 68
22,중식,구룡대반점,031-483-9998,"경기도 안산시 단원구 고잔2길 42, B03호"
21,중식,창현장,032-652-6571,경기도 부천시 오정구 부일로342번길9
20,중식,짜우탕,032-327-6650,경기도 부천시 원미구 소양로 246
19,중식,짜장이좋아,032-672-2701,경기도 부천시 오정구 역곡로 491
18,중식,베이징,032-684-1114,"경기도 부천시 오정구 소사로862번길 106, 101호"
17,중식,차이나텐진,032-348-7733,경기도 부천시 소사구 호현로 489
16,중식,짜장뽕,032-667-9094,경기도 부천시 원미구 부천로39번길 42
15,중식,짜장면집,032-665-4555,경기도 부천시 원미구 중동로85번길 32
14,중식,상일루,032-612-2727,경기도 부천시 원미구 부일로483번길 10
13,중식,현도네 짜장 짬뽕,031-898-0787,경기도 용인시 기흥구 죽전로 50
12,중식,더차이니즈,010-8532-4204,경기도 용인시 기흥구 진산로 116
11,중식,향리반점,010-2932-1211,경기도 용인시 처인구 용문로 198-1
10,중식,황재짜장,031-973-3500,경기도 고양시 덕양구 지도로 35번길 45
9,중식,황실짜장,031-922-2804,경기도 고양시 일산로 196
8,중식,태원,031-964-5011,경기도 고양시 통일로 770번길 13
7,중식,홍짜장,031-722-0996,경기도 성남시 중원구 도촌남로 27 동강 1층 (도촌동)
